Name,Direct Link,Hashtags,Description,Pricing model,Coupon,Has Coupon,Has Free Trial,Realated Videos
Fontis.ai,https://fontis.ai,Generative Art,"Fontis.AI is an AI-driven art platform that allows users to create unique artworks and print them on high-quality canvas or poster. Users can explore the gallery of artwork created by the AI, and purchase their own creations. Trending artwork is featured to keep users up-to-date with the most popular art.",Paid,,FALSE,TRUE,
SpellBound,https://spellbound.cc,Productivity,"SpellBound is an AI writing copilot that can be used to create enthralling writing experiences. It includes features such as Tone Wizzard, which can help you adjust the tone of your writing, Grammar Genius, which can help you correct grammar and spelling mistakes, and Quickfire Replies, which can provide you with instant replies. It is available for MacOs and can be tried for free for 7 days.",Paid,,FALSE,TRUE,
Be My Eyes,https://www.bemyeyes.com,AI Detection,"Be My Eyes is a free app that connects blind and low-vision people with sighted volunteers and company representatives for visual assistance through a live video call. It offers a suite of business solutions that can bring inclusivity and accessibility to companies of all sizes, and it also has a new feature powered by OpenAI's GPT-4 which provides instantaneous identification, interpretation, and conversational visual assistance. Volunteers can lend their eyes to solve tasks big and small to help blind and low-vision people lead more independent lives. Users can also access visual information with ease and support people living with low vision.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,
Prompt-Journey,https://promptjourney.app/login,Prompt Guides,"Prompt-Journey is a online tool designed to help storytellers and creatives craft unique midjourney image prompts. It offers a variety of features to enable users to customize and create their own prompts. Users can create immersive and vivid midjourney prompts to inspire their visuals and help them take their ai art generation to the next level. The interface is intuitive and easy to use, allowing users to quickly craft midjourney prompts that capture their imagination and spark creativity. With Journey, users can explore new ideas, create meaningful prompts, and bring their art and images to life.",Free,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FX4_leGsfPME%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DX4_leGsfPME&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FX4_leGsfPME%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Capturelab,https://capturelab.gg,Gaming,"Capturelab is a free tool that helps gamers grow their channels and showcase their best gaming moments. It uses advanced AI technology to automatically process streaming sessions, identify and highlight the most exciting and memorable moments, and create video reels that can be edited, connected, and shared on social media platforms. It's easy to use - simply connect your Twitch account and let Capturelab do the rest. Additionally, gamers can sign up for Adlab.gg to join sponsorship campaigns and make money from their streams.",Free,,FALSE,FALSE,
Illuminarty,https://illuminarty.ai/en,AI Detection,"Illuminarty is a web-based tool designed to detect AI-generated images, synthetic and tampered images, and Deepfake. It uses various computer vision algorithms to provide the likelihood of the image being generated from one of the public AI generation models. It offers features such as localized detection, API for automated detection and breakdown of detected generators. It is available as a free service, as well as a monthly subscription plan for additional features.",Freemium,,FALSE,TRUE,
Linkedin Manager,https://www.lnmanager.com,Social Media,"The LinkedIn Manager Assistant is a powerful A.I. tool that helps recruiters save time and make the most of their job search. It features features such as salary estimation, chatGPT integration, notes taking on LinkedIn profiles, last viewed, integrated Google Maps, Auto Like and Auto Repost, and more. With these features, recruiters can easily manage their LinkedIn profiles and quickly find suitable candidates.",Paid,,FALSE,TRUE,
Taplio,https://taplio.com,Social Media,"Taplio is an all-in-one tool for creating and managing LinkedIn content. It features AI-generated content inspiration, a 3M+ viral post library, latest industry news, a post scheduler, post automations, queue and draft management, and relationship building tools. Taplio also provides analytics to track performance, as well as a Chrome extension to get quick access to top performing posts and summarized KPIs.",Paid,,FALSE,TRUE,
Venturefy,https://www.venturefy.com,Research,"Venturefy is a tool that helps businesses increase trust with customers by providing verified corporate proof. It allows businesses to instantly showcase live, verified and interactive logos on their website without the need for a developer. The tool also provides access to search and explore verified relationship listings for the world's corporations.",Paid,,FALSE,TRUE,
Victor,https://usevictor.com,Productivity,"Victor AI is a Chrome extension that streamlines email communication by summarizing long email threads, generating responses to match your writing style, and freeing up more time for other tasks. It integrates into your Gmail client and uses GPT-3 technology to generate highly personalized, accurate, and relevant responses. It also supports multiple email accounts and does not store any of your data.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,
Jason AI,https://jasonai.tech,Marketing,"Jason AI is a B2B conversational AI tool that enables users to automate their outreach sequence, handle customer responses, and book meetings. It allows users to define their target audience and input product details, so that Jason AI can provide basic customer inquiries, book meetings, handle ""not now"" and ""not interested"" responses, provide more details, forward requests, reschedule meetings and more. It also handles meeting bookings so users just need to show up to the meeting.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,
TheDream.ai,https://thedream.ai,Image Improvement,"TheDream.ai is a tool that uses artificial intelligence and deep learning to create perfect profile pictures, Instagram posts, LinkedIn photos, and photoshoots. It also allows users to generate AI avatars and photos in a variety of styles, such as fashion, art, fantasy, movies, history, illustrations, beauty, and vision. The photos uploaded to the tool are deleted within 24 hours and the AI model is deleted after 10 days. Payment is secure and refunds are available within 14 days.",Paid,,FALSE,FALSE,
StoryAI,https://apps.apple.com/gb/app/storyai-ai-generated-stories/id6445949790,Productivity,"StoryAI is a mobile app that allows people to discover and read stories generated by artificial intelligence. It has 8 different categories of stories to choose from, including Adventure, Romance, Science Fiction, Horror, Mystery, Drama, Comedy, and Fantasy. It also includes a modern interface and a dark theme option for nighttime use. It also offers the ability to listen to the stories aloud with AI-generated voices.",Freemium,,FALSE,FALSE,
Puppetry,https://apps.apple.com/us/app/puppetry/id1671248086,Productivity,"Puppetry is an app that allows users to animate photos and create their own characters with an intuitive character creator. It features pre-made videos and tools for creating animations, and can be used by both experienced and novice animators. The app is available for iPhone, iPad, and Mac and is free to download.",Free,,FALSE,FALSE,
Assisterr,https://assisterr.xyz,Marketing,"Assisterr is an AI-powered web3 tool that provides insights into a decentralized network by leveraging machine learning algorithms. It helps users make better decisions, foster collaboration, and unlock the full potential of the network.",Price Unknown / Product Not Launched Yet,,FALSE,FALSE,https://cdn.embedly.com/widgets/media.html?src=https%3A%2F%2Fwww.youtube.com%2Fembed%2FN57GT_YFN9c%3Ffeature%3Doembed&display_name=YouTube&url=https%3A%2F%2Fwww.youtube.com%2Fwatch%3Fv%3DN57GT_YFN9c&image=https%3A%2F%2Fi.ytimg.com%2Fvi%2FN57GT_YFN9c%2Fhqdefault.jpg&key=96f1f04c5f4143bcb0f2e68c87d65feb&type=text%2Fhtml&schema=youtube
Chatfuel AI,https://ai.chatfuel.com,Chat,"Chatfuel AI is a chatbot builder that enables businesses to create human-like friendly chatbots powered by AI technology. It offers integrations with most popular messengers and platforms including Telegram, Facebook Messenger, Instagram, WhatsApp, Line, and your website. It's easy to set up and provides a maximum satisfaction, engagement, and conversion rate. It also offers two pricing plans for use in marketing, sales, and customer support. The chatbot builder supports multiple languages, offers a no-code web AI builder, and provides unlimited knowledge base updates and AI retraining. Chatfuel AI also provides a tailored machine learning solution for businesses with custom AI personalities, conversation styles, webhooks, and integrations.",Paid,,FALSE,TRUE,
Collato,https://collato.com,Productivity,"Collato is an AI search engine designed to help product teams quickly find distributed product information and save time by eliminating information silos. It connects all relevant links and files, provides instant, bite-sized answers with auto-generated summaries, and is secure and GDPR compliant.",Paid,,FALSE,FALSE,
